,Hostname,Stage Name,Artist,Timeslot,Date,Year,Day,Weekend,Genre
227,Crystal,The Rave Cave,Bridgeman,13:00 - 14:00,22 July,2023,Saturday,Weekend 1,"Electronic, Dance, House"
228,Crystal,The Rave Cave,Atitdude,14:00 - 15:00,22 July,2023,Saturday,Weekend 1,Electronic
229,Crystal,The Rave Cave,Los Bomberos,15:00 - 16:00,22 July,2023,Saturday,Weekend 1,Latin House
230,Crystal,The Rave Cave,Soulcity,16:00 - 17:30,22 July,2023,Saturday,Weekend 1,Electronic
231,Crystal,The Rave Cave,Jonas Van Opstal,17:30 - 19:00,22 July,2023,Saturday,Weekend 1,Electronic
232,Crystal,The Rave Cave,Monta,19:00 - 20:30,22 July,2023,Saturday,Weekend 1,Electronic
233,Crystal,The Rave Cave,Pisca,20:30 - 22:00,22 July,2023,Saturday,Weekend 1,Electronic
234,Crystal,The Rave Cave,Himperson,22:00 - 23:30,22 July,2023,Saturday,Weekend 1,Electronic
235,Crystal,The Rave Cave,Deuxfwa,23:30 - 01:00,22 July,2023,Saturday,Weekend 1,Electronic
236,Bonzai,The Rose Garden,Dj Fire,13:00 - 14:00,22 July,2023,Saturday,Weekend 1,Electronic
237,Bonzai,The Rose Garden,Phi Phi,14:00 - 15:00,22 July,2023,Saturday,Weekend 1,"Progressive House, Trance"
238,Bonzai,The Rose Garden,DJ Jan,15:00 - 16:00,22 July,2023,Saturday,Weekend 1,"Hard Trance, Techno"
239,Bonzai,The Rose Garden,Franky Jones,16:00 - 17:00,22 July,2023,Saturday,Weekend 1,"Techno, Acid"
240,Bonzai,The Rose Garden,Jens Lissat,17:00 - 18:00,22 July,2023,Saturday,Weekend 1,"Techno, Tech House"
241,Bonzai,The Rose Garden,Jan Vervloet,18:00 - 19:00,22 July,2023,Saturday,Weekend 1,Progressive House
242,Bonzai,The Rose Garden,DJ Ghost,19:00 - 20:00,22 July,2023,Saturday,Weekend 1,"Hard Trance, Techno"
243,Bonzai,The Rose Garden,Franky Kloeck,20:00 - 21:00,22 July,2023,Saturday,Weekend 1,"Techno, Hard Trance"
244,Bonzai,The Rose Garden,Greg S,21:00 - 22:30,22 July,2023,Saturday,Weekend 1,"Techno, Trance"
245,Bonzai,The Rose Garden,PUSH,22:30 - 23:30,22 July,2023,Saturday,Weekend 1,"Trance, Progressive House"
246,Bonzai,The Rose Garden,Bonzai All Stars,23:30 - 01:00,22 July,2023,Saturday,Weekend 1,"Techno, Trance"
247,Monstercat,Youphoria,Merow,13:00 - 14:00,22 July,2023,Saturday,Weekend 1,Techno
248,Monstercat,Youphoria,Bossfight,14:00 - 15:00,22 July,2023,Saturday,Weekend 1,Drum and Bass
249,Monstercat,Youphoria,Shingo Nakamura,15:00 - 16:00,22 July,2023,Saturday,Weekend 1,Progressive House
250,STMPD RCRDS x Tomorrowland Music,The Library,Paul Kalkbrenner,21:30 - 23:30,22 July,2023,Saturday,Weekend 1,Techno
251,Monstercat,Youphoria,Curbi,17:00 - 18:00,22 July,2023,Saturday,Weekend 1,"Commercial Dance, Electronica"
252,Monstercat,Youphoria,Ray Volpe,18:00 - 19:00,22 July,2023,Saturday,Weekend 1,"Future Bass, Trap"
253,Monstercat,Youphoria,Kompany,19:00 - 20:00,22 July,2023,Saturday,Weekend 1,Riddim Dubstep
254,Monstercat,Youphoria,ARMNHMR,20:00 - 21:00,22 July,2023,Saturday,Weekend 1,"Commercial Dance, Big Room House, Trap, Hip-Hop"
255,Monstercat,Youphoria,Koven,21:00 - 22:00,22 July,2023,Saturday,Weekend 1,Drum & Bass
256,Monstercat,Youphoria,SLANDER,22:00 - 23:00,22 July,2023,Saturday,Weekend 1,"Drum & Bass, Dubstep, Traditional House, Trap"
257,Monstercat,Youphoria,Adventure Club,23:00 - 00:00,22 July,2023,Saturday,Weekend 1,Dubstep
258,Atmosphere,Atmosphere,Rick Baguette,12:30 - 14:30,23 July,2023,Sunday,Weekend 1,"Electronic, Dance"
259,Atmosphere,Atmosphere,Samm,14:30 - 16:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance"
260,Atmosphere,Atmosphere,Sona,16:00 - 17:30,23 July,2023,Sunday,Weekend 1,Traditional House
261,Atmosphere,Atmosphere,GHEIST live,17:30 - 19:00,23 July,2023,Sunday,Weekend 1,"Electronic, Techno"
262,Atmosphere,Atmosphere,Carlita,19:00 - 20:30,23 July,2023,Sunday,Weekend 1,Techno
263,Atmosphere,Atmosphere,Dixon,20:30 - 22:00,23 July,2023,Sunday,Weekend 1,Techno
264,Atmosphere,Atmosphere,Black Coffee,22:00 - 00:00,23 July,2023,Sunday,Weekend 1,"Funk / R&B, Traditional House"
265,One87 presents,Cage,Farflow,14:00 - 15:00,23 July,2023,Sunday,Weekend 1,Drum & Bass
266,One87 presents,Cage,Midas Touch Showcase w/ SVB & Scepticz,15:00 - 16:00,23 July,2023,Sunday,Weekend 1,"Electronic, Drum and Bass, Jungle"
267,One87 presents,Cage,Phase & LaMeduza,16:00 - 17:00,23 July,2023,Sunday,Weekend 1,Drum & Bass
268,One87 presents,Cage,One87,17:00 - 18:00,23 July,2023,Sunday,Weekend 1,Drum & Bass
269,One87 presents,Cage,CESCO,18:00 - 19:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance"
270,One87 presents,Cage,The Sauce,19:00 - 20:00,23 July,2023,Sunday,Weekend 1,Drum & Bass
271,One87 presents,Cage,Serum,20:00 - 21:00,23 July,2023,Sunday,Weekend 1,Drum & Bass
272,One87 presents,Cage,GEST,21:00 - 22:00,23 July,2023,Sunday,Weekend 1,Drum & Bass
273,One87 presents,Cage,James Marvel,22:00 - 23:00,23 July,2023,Sunday,Weekend 1,Drum & Bass
274,Core,CORE,A Local Hero,13:00 - 15:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance"
275,Monstercat,Youphoria,Godlands,16:00 - 17:00,22 July,2023,Saturday,Weekend 1,Electronic
276,Core,CORE,Cellini,17:00 - 19:00,23 July,2023,Sunday,Weekend 1,Techno
277,Core,CORE,CiCi,19:00 - 21:00,23 July,2023,Sunday,Weekend 1,"Electronic, Techno"
278,Core,CORE,Chet Faker dj-set,21:00 - 22:30,23 July,2023,Sunday,Weekend 1,"Electronic, Indie"
279,Core,CORE,DJ BORING,22:30 - 00:00,23 July,2023,Sunday,Weekend 1,"House, Techno"
280,Crystal Garden,Crystal Garden,Lou8,12:00 - 14:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance, House"
281,Crystal Garden,Crystal Garden,Dana Montana,14:00 - 16:00,23 July,2023,Sunday,Weekend 1,"House, Techno"
282,Crystal Garden,Crystal Garden,Airwolf Paradise,16:00 - 17:30,23 July,2023,Sunday,Weekend 1,Electronic
283,Crystal Garden,Crystal Garden,Dom Dolla,17:30 - 19:00,23 July,2023,Sunday,Weekend 1,"Future House, Electro House, Funky House"
284,Crystal Garden,Crystal Garden,Cloonee,19:00 - 20:30,23 July,2023,Sunday,Weekend 1,House
285,Crystal Garden,Crystal Garden,Eats Everything,20:30 - 22:00,23 July,2023,Sunday,Weekend 1,Traditional House
286,Crystal Garden,Crystal Garden,Patrick Topping,22:00 - 23:30,23 July,2023,Sunday,Weekend 1,Commercial Dance
287,Radio Ultra Modern,Elixir,Bubba,13:00 - 14:30,23 July,2023,Sunday,Weekend 1,"Electronic, House, Techno"
288,Radio Ultra Modern,Elixir,DJ ND,14:30 - 15:30,23 July,2023,Sunday,Weekend 1,"Electronic, Dance, House"
289,Radio Ultra Modern,Elixir,Fabio Marcs,15:30 - 16:30,23 July,2023,Sunday,Weekend 1,"Electronic, Dance, House"
290,Radio Ultra Modern,Elixir,Discobaar A Moeder,16:30 - 18:00,23 July,2023,Sunday,Weekend 1,Dance
291,Radio Ultra Modern,Elixir,DJ Flash,18:00 - 19:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance, House"
292,Radio Ultra Modern,Elixir,MIMI,19:00 - 20:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance, House"
293,Radio Ultra Modern,Elixir,Team DAMP,20:00 - 21:30,23 July,2023,Sunday,Weekend 1,"Electronic, Dance, House"
294,Radio Ultra Modern,Elixir,B-KAY,21:30 - 23:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance, House"
295,Radio Ultra Modern,Elixir,Rakesh aka Blackjack9000,23:00 - 00:00,23 July,2023,Sunday,Weekend 1,House
296,Q-dance,Freedom,Refuzion,12:00 - 13:00,23 July,2023,Sunday,Weekend 1,Hard Dance
297,Q-dance,Freedom,Frontliner,13:00 - 14:00,23 July,2023,Sunday,Weekend 1,Hardcore Techno
298,Q-dance,Freedom,Frequencerz,14:00 - 15:00,23 July,2023,Sunday,Weekend 1,Hard Dance
299,Q-dance,Freedom,Outsiders,15:00 - 16:00,23 July,2023,Sunday,Weekend 1,Hard Dance
300,Core,CORE,Jordan Vickors,15:00 - 17:00,23 July,2023,Sunday,Weekend 1,House
301,Q-dance,Freedom,KELTEK,17:00 - 17:30,23 July,2023,Sunday,Weekend 1,Hard Dance
302,Q-dance,Freedom,Sound Rush,17:30 - 18:30,23 July,2023,Sunday,Weekend 1,Hardstyle
303,Q-dance,Freedom,Brennan Heart,18:30 - 19:30,23 July,2023,Sunday,Weekend 1,Hard Dance
304,Q-dance,Freedom,Rebelion & Vertile,19:30 - 20:00,23 July,2023,Sunday,Weekend 1,Hardstyle
305,Q-dance,Freedom,Mark With a K & Mc Chucky,20:00 - 21:00,23 July,2023,Sunday,Weekend 1,"Jumpstyle, Hardstyle"
306,Q-dance,Freedom,Angerfist,21:00 - 22:00,23 July,2023,Sunday,Weekend 1,"Hardcore Techno, Psychedelic Trance"
307,Mainstage,Mainstage,Daybreak Session: Franky Rizardo,12:00 - 14:30,23 July,2023,Sunday,Weekend 1,"Electronic, House, Techno"
308,Mainstage,Mainstage,La Fuente,14:30 - 15:30,23 July,2023,Sunday,Weekend 1,Commercial Dance
309,Mainstage,Mainstage,Korolova,15:30 - 16:30,23 July,2023,Sunday,Weekend 1,Electronic
310,Mainstage,Mainstage,Yves Deruyter,16:30 - 17:30,23 July,2023,Sunday,Weekend 1,Trance
311,Mainstage,Mainstage,Vintage Culture,17:35 - 18:35,23 July,2023,Sunday,Weekend 1,"Commercial Dance, Electro House, Electronica, Traditional House"
312,Mainstage,Mainstage,Nina Kraviz,18:40 - 19:40,23 July,2023,Sunday,Weekend 1,Tech House
313,Mainstage,Mainstage,Da Tweekaz,19:40 - 20:40,23 July,2023,Sunday,Weekend 1,Hardcore Techno
314,Mainstage,Mainstage,Timmy Trumpet,20:40 - 21:40,23 July,2023,Sunday,Weekend 1,Progressive House
315,Mainstage,Mainstage,Lost Frequencies,21:45 - 22:45,23 July,2023,Sunday,Weekend 1,"Electro House, Electronica, Traditional House"
316,Mainstage,Mainstage,Martin Garrix,22:50 - 23:50,23 July,2023,Sunday,Weekend 1,Electro House
317,Moosebar,Moosebar,Mr E,12:00 - 16:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance, House"
318,Moosebar,Moosebar,The Bobmeister,16:00 - 19:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance"
319,Moosebar,Moosebar,Peter Wackel,19:00 - 20:00,23 July,2023,Sunday,Weekend 1,"Dance, Schlager"
320,Moosebar,Moosebar,Feest DJ Lucki Luc,20:00 - 00:00,23 July,2023,Sunday,Weekend 1,"Dance, Party"
321,Cafeína,Rise,Lecca Lecca,12:30 - 13:30,23 July,2023,Sunday,Weekend 1,Electronic
322,Cafeína,Rise,Unknown,13:30 - 14:30,23 July,2023,Sunday,Weekend 1,Unknown
323,Cafeína,Rise,Britt BL,14:30 - 15:30,23 July,2023,Sunday,Weekend 1,Electronic
324,Cafeína,Rise,Horizontal Soundsystem,15:30 - 16:30,23 July,2023,Sunday,Weekend 1,Electronic
325,Q-dance,Freedom,MANDY,16:00 - 17:00,23 July,2023,Sunday,Weekend 1,Hard Dance
326,Cafeína,Rise,Cemode & Seelen,17:30 - 18:30,23 July,2023,Sunday,Weekend 1,Electronic
327,Cafeína,Rise,Joeri & Neon,18:30 - 20:00,23 July,2023,Sunday,Weekend 1,"Electronic, Techno"
328,Cafeína,Rise,Pat Krimson,20:00 - 21:30,23 July,2023,Sunday,Weekend 1,"Electronic, Dance"
329,Cafeína,Rise,Roma,21:30 - 23:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance"
330,Cafeína,Rise,Disco Dasco,23:00 - 00:00,23 July,2023,Sunday,Weekend 1,"Electronic, House"
331,SHOMI,Terra Solis,Justin Wilkes,12:30 - 13:30,23 July,2023,Sunday,Weekend 1,"Electronic, Dance, House"
332,SHOMI,Terra Solis,Yamo,13:30 - 15:00,23 July,2023,Sunday,Weekend 1,"Electronic, Experimental"
333,SHOMI,Terra Solis,Elenore,15:00 - 16:00,23 July,2023,Sunday,Weekend 1,House
334,SHOMI,Terra Solis,Guz,16:00 - 17:30,23 July,2023,Sunday,Weekend 1,"Electronic, House, Techno"
335,SHOMI,Terra Solis,Majestic,17:30 - 19:00,23 July,2023,Sunday,Weekend 1,House
336,SHOMI,Terra Solis,DJ Licious,19:00 - 20:30,23 July,2023,Sunday,Weekend 1,House
337,SHOMI,Terra Solis,Danny Howard,20:30 - 22:00,23 July,2023,Sunday,Weekend 1,Commercial Dance
338,SHOMI,Terra Solis,Delafino B2B DJ Gee,22:00 - 23:00,23 July,2023,Sunday,Weekend 1,House
339,Smash The House,The Library,D-Wayne,12:00 - 13:00,23 July,2023,Sunday,Weekend 1,Commercial Dance
340,Smash The House,The Library,Faulhaber,13:00 - 14:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance"
341,Smash The House,The Library,Wolfpack vs Diego Miranda,14:00 - 15:00,23 July,2023,Sunday,Weekend 1,Big Room
342,Smash The House,The Library,Dubdogz,15:00 - 16:00,23 July,2023,Sunday,Weekend 1,Electronica
343,Smash The House,The Library,Azteck & Angemi,16:00 - 17:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance"
344,Smash The House,The Library,Joel Corry,17:00 - 18:00,23 July,2023,Sunday,Weekend 1,"Dance, Pop"
345,Smash The House,The Library,Martin Jensen,18:00 - 19:00,23 July,2023,Sunday,Weekend 1,"Electro House, Traditional House"
346,Smash The House,The Library,DJ Diesel,19:00 - 20:00,23 July,2023,Sunday,Weekend 1,"Electronic, Dance"
347,Smash The House,The Library,John Newman,20:00 - 21:00,23 July,2023,Sunday,Weekend 1,Commercial Dance
348,Smash The House,The Library,Quintino,21:00 - 22:00,23 July,2023,Sunday,Weekend 1,Electro House
349,Smash The House,The Library,Bassjackers,22:00 - 23:00,23 July,2023,Sunday,Weekend 1,Electro House
350,Cafeína,Rise,ZT Music,16:30 - 17:30,23 July,2023,Sunday,Weekend 1,"Electronic, Techno"
351,WoodyWeekend,The Rave Cave,Jackless & The Fox,13:00 - 14:00,23 July,2023,Sunday,Weekend 1,Techno
352,WoodyWeekend,The Rave Cave,Toitoy Boys,14:00 - 15:00,23 July,2023,Sunday,Weekend 1,House
353,WoodyWeekend,The Rave Cave,Maximo,15:00 - 16:00,23 July,2023,Sunday,Weekend 1,House
354,WoodyWeekend,The Rave Cave,Fre,16:00 - 17:00,23 July,2023,Sunday,Weekend 1,House
355,WoodyWeekend,The Rave Cave,Thim,17:00 - 18:00,23 July,2023,Sunday,Weekend 1,House
356,WoodyWeekend,The Rave Cave,DJ Tom & Saxy Mr S,18:00 - 19:00,23 July,2023,Sunday,Weekend 1,House
357,WoodyWeekend,The Rave Cave,Greg Lamore,19:00 - 20:00,23 July,2023,Sunday,Weekend 1,House
358,WoodyWeekend,The Rave Cave,QUE9,20:00 - 21:00,23 July,2023,Sunday,Weekend 1,House
359,WoodyWeekend,The Rave Cave,Sol & Sura,21:00 - 22:00,23 July,2023,Sunday,Weekend 1,House
360,WoodyWeekend,The Rave Cave,Luna Lucci,22:00 - 23:00,23 July,2023,Sunday,Weekend 1,House
361,WoodyWeekend,The Rave Cave,Many Moore,23:00 - 00:00,23 July,2023,Sunday,Weekend 1,House
362,2010-2012,The Rose Garden,Mystique,13:00 - 14:30,23 July,2023,Sunday,Weekend 1,Hardstyle
363,2010-2012,The Rose Garden,DiMaro,14:30 - 16:00,23 July,2023,Sunday,Weekend 1,House
364,2010-2012,The Rose Garden,Boy,16:00 - 17:00,23 July,2023,Sunday,Weekend 1,House
365,2010-2012,The Rose Garden,Quintino,17:00 - 18:00,23 July,2023,Sunday,Weekend 1,Electro House
366,2010-2012,The Rose Garden,Chuckie,18:00 - 19:00,23 July,2023,Sunday,Weekend 1,Electro House
367,2010-2012,The Rose Garden,Yves V,19:00 - 20:00,23 July,2023,Sunday,Weekend 1,Progressive House
368,2010-2012,The Rose Garden,Dyro,20:00 - 21:00,23 July,2023,Sunday,Weekend 1,Progressive House
369,2010-2012,The Rose Garden,Firebeatz,21:00 - 22:00,23 July,2023,Sunday,Weekend 1,Electro House
370,2010-2012,The Rose Garden,W&W,22:00 - 23:00,23 July,2023,Sunday,Weekend 1,Trance
371,2010-2012,The Rose Garden,Blasterjaxx,23:00 - 00:00,23 July,2023,Sunday,Weekend 1,Commercial Dance
372,Youphoria,Youphoria,Fred Baker,13:00 - 14:30,23 July,2023,Sunday,Weekend 1,"Techno, Trance"
373,Youphoria,Youphoria,RODG,14:30 - 15:30,23 July,2023,Sunday,Weekend 1,Trance
374,Youphoria,Youphoria,Ruben de Ronde,15:30 - 16:30,23 July,2023,Sunday,Weekend 1,"Progressive House, Trance"
375,Smash The House,The Library,3 Are Legend,23:00 - 00:00,23 July,2023,Sunday,Weekend 1,"Commercial Dance, Electro House, Electronica, Hard Dance, Techno"
376,Youphoria,Youphoria,Nifra,17:30 - 18:30,23 July,2023,Sunday,Weekend 1,Trance
377,Youphoria,Youphoria,Andrew Rayel,18:30 - 19:30,23 July,2023,Sunday,Weekend 1,Trance
378,Youphoria,Youphoria,M.I.K.E. Push,19:30 - 21:00,23 July,2023,Sunday,Weekend 1,Trance
379,Youphoria,Youphoria,Ben Nicky presents Emotional Havoc,21:00 - 22:30,23 July,2023,Sunday,Weekend 1,Trance
380,Youphoria,Youphoria,Gareth Emery,22:30 - 23:50,23 July,2023,Sunday,Weekend 1,Trance
381,The Gathering,The Gathering,Chiara Meloni,13:30 - 14:15,27 July,2023,Thursday,Weekend 2,Progressive House
382,The Gathering,The Gathering,Muze,14:15 - 15:00,27 July,2023,Thursday,Weekend 2,Techno
383,The Gathering,The Gathering,Boy,15:00 - 15:45,27 July,2023,Thursday,Weekend 2,House
384,The Gathering,The Gathering,Prinz,15:45 - 16:30,27 July,2023,Thursday,Weekend 2,Techno
385,The Gathering,The Gathering,BDC,16:30 - 17:15,27 July,2023,Thursday,Weekend 2,Trance
386,The Gathering,The Gathering,Mademoiselle Luna,17:15 - 18:00,27 July,2023,Thursday,Weekend 2,House
387,The Gathering,The Gathering,Meaghan,18:00 - 18:45,27 July,2023,Thursday,Weekend 2,House
388,The Gathering,The Gathering,Omdat Het Kan Soundsystem ft. Average Rob,18:45 - 19:30,27 July,2023,Thursday,Weekend 2,"EDM, Trap"
389,The Gathering,The Gathering,Henri PFR,19:30 - 20:15,27 July,2023,Thursday,Weekend 2,"Commercial Dance, Electronica, Traditional House"
390,The Gathering,The Gathering,Andromedik,20:15 - 21:00,27 July,2023,Thursday,Weekend 2,Drum & Bass
391,The Gathering,The Gathering,Kevin de Vries,21:00 - 22:00,27 July,2023,Thursday,Weekend 2,Commercial Dance
392,The Gathering,The Gathering,Lost Frequencies,22:00 - 22:45,27 July,2023,Thursday,Weekend 2,Commercial Dance
393,The Gathering,The Gathering,Yves V vs Regi,22:45 - 23:30,27 July,2023,Thursday,Weekend 2,Progressive House
394,The Gathering,The Gathering,MANDY,23:30 - 00:00,27 July,2023,Thursday,Weekend 2,Hard Dance
395,Atmosphere,Atmosphere,Amekmar,12:00 - 13:30,28 July,2023,Friday,Weekend 2,"Electronic, Dance"
396,Atmosphere,Atmosphere,VE/RA,13:30 - 14:30,28 July,2023,Friday,Weekend 2,Techno
397,Atmosphere,Atmosphere,Klaps,14:30 - 16:00,28 July,2023,Friday,Weekend 2,"House, Techno"
398,Atmosphere,Atmosphere,Patrick Mason,16:00 - 17:30,28 July,2023,Friday,Weekend 2,"Trance, Progressive House"
399,Atmosphere,Atmosphere,999999999,17:30 - 19:00,28 July,2023,Friday,Weekend 2,Techno
400,Youphoria,Youphoria,Cosmic Gate,16:30 - 17:30,23 July,2023,Sunday,Weekend 1,"Progressive House, Trance"
401,Atmosphere,Atmosphere,I Hate Models,20:30 - 22:00,28 July,2023,Friday,Weekend 2,Techno
402,Atmosphere,Atmosphere,Nina Kraviz,22:00 - 23:30,28 July,2023,Friday,Weekend 2,Tech House
403,Atmosphere,Atmosphere,Diøn,23:30 - 01:00,28 July,2023,Friday,Weekend 2,Electronic
404,Footworxx,Cage,Ender vs Massive Disorder,12:00 - 13:00,28 July,2023,Friday,Weekend 2,Hardcore
405,Footworxx,Cage,Rayzen,13:00 - 14:00,28 July,2023,Friday,Weekend 2,Hardcore
406,Footworxx,Cage,Mish,14:00 - 15:00,28 July,2023,Friday,Weekend 2,Hardcore
407,Footworxx,Cage,Hysta,15:00 - 16:00,28 July,2023,Friday,Weekend 2,Hardcore
408,Footworxx,Cage,Broken Minds,16:00 - 17:00,28 July,2023,Friday,Weekend 2,Hardcore
409,Footworxx,Cage,Detest vs eDUB,17:00 - 18:00,28 July,2023,Friday,Weekend 2,Hardcore
410,Footworxx,Cage,DRS vs Sandy Warez,18:00 - 19:00,28 July,2023,Friday,Weekend 2,Drum & Bass
411,Footworxx,Cage,Dimitri K,19:00 - 20:00,28 July,2023,Friday,Weekend 2,Hardcore
412,Footworxx,Cage,Lunakorpz,20:00 - 21:00,28 July,2023,Friday,Weekend 2,Hardcore
413,Footworxx,Cage,Unicorn on Keta,21:00 - 22:00,28 July,2023,Friday,Weekend 2,Hardcore
414,Footworxx,Cage,MBK vs NSD,22:00 - 23:00,28 July,2023,Friday,Weekend 2,Hardcore
415,CORE presents MIND AGAINST,Core,Olympe,12:30 - 14:30,28 July,2023,Friday,Weekend 2,"Pop, R&B"
416,CORE presents MIND AGAINST,Core,Dyzen,14:30 - 16:30,28 July,2023,Friday,Weekend 2,Electronic
417,CORE presents MIND AGAINST,Core,Amémé,16:30 - 18:00,28 July,2023,Friday,Weekend 2,"House, Techno"
418,CORE presents MIND AGAINST,Core,Dino Lenny,18:00 - 19:30,28 July,2023,Friday,Weekend 2,"Commercial Dance, Electronica, Progressive House, Techno, Traditional House"
419,CORE presents MIND AGAINST,Core,HAAi,19:30 - 21:00,28 July,2023,Friday,Weekend 2,Electronic
420,CORE presents MIND AGAINST,Core,Trikk b2b Jimi Jules,21:00 - 23:00,28 July,2023,Friday,Weekend 2,Electronic
421,CORE presents MIND AGAINST,Core,Mind Against,23:00 - 01:00,28 July,2023,Friday,Weekend 2,Commercial Dance
422,All 4 House,Crystal Garden,Neon,12:00 - 13:00,28 July,2023,Friday,Weekend 2,Electronic
423,All 4 House,Crystal Garden,Tita Lau,13:00 - 14:30,28 July,2023,Friday,Weekend 2,"House, Techno"
424,All 4 House,Crystal Garden,Korolova,14:30 - 16:00,28 July,2023,Friday,Weekend 2,Electronic
425,Atmosphere,Atmosphere,Hector Oaks,19:00 - 20:30,28 July,2023,Friday,Weekend 2,Techno
426,All 4 House,Crystal Garden,Meduza,18:00 - 20:00,28 July,2023,Friday,Weekend 2,House
427,All 4 House,Crystal Garden,James Hype,20:00 - 22:00,28 July,2023,Friday,Weekend 2,House
428,All 4 House,Crystal Garden,Vintage Culture,22:00 - 00:00,28 July,2023,Friday,Weekend 2,"Commercial Dance, Electro House, Electronica, Traditional House"
429,The Mangrove,Elixir,DJ Chanelle,13:00 - 14:30,28 July,2023,Friday,Weekend 2,"House, Techno"
430,The Mangrove,Elixir,DJ Sahra,14:30 - 16:00,28 July,2023,Friday,Weekend 2,Techno
431,The Mangrove,Elixir,Eagl,16:00 - 17:30,28 July,2023,Friday,Weekend 2,Techno
432,The Mangrove,Elixir,Flavour Drop,17:30 - 18:30,28 July,2023,Friday,Weekend 2,House
433,The Mangrove,Elixir,KEVIN KOFII,18:30 - 19:30,28 July,2023,Friday,Weekend 2,House
434,The Mangrove,Elixir,Nina Black,19:30 - 20:30,28 July,2023,Friday,Weekend 2,Techno
435,The Mangrove,Elixir,Kwijt Trek System,20:30 - 22:00,28 July,2023,Friday,Weekend 2,"Electronic, Dance, House"
436,The Mangrove,Elixir,Rick & James 80’s Party,22:00 - 23:30,28 July,2023,Friday,Weekend 2,"Pop, Rock"
437,The Mangrove,Elixir,DJ Creator,23:30 - 01:00,28 July,2023,Friday,Weekend 2,Techno
438,Freedom by Budweiser,Freedom,Goldfox,12:00 - 13:30,28 July,2023,Friday,Weekend 2,"Electronic, Dance"
439,Freedom by Budweiser,Freedom,Jeroen Delodder,13:30 - 15:00,28 July,2023,Friday,Weekend 2,"Electronic, Dance, House"
440,Freedom by Budweiser,Freedom,Joyhauser,15:00 - 16:30,28 July,2023,Friday,Weekend 2,"Commercial Dance, Electronica, Techno, Trance"
441,Freedom by Budweiser,Freedom,Amber Broos,16:30 - 18:00,28 July,2023,Friday,Weekend 2,Techno
442,Freedom by Budweiser,Freedom,KAS:ST,18:00 - 19:30,28 July,2023,Friday,Weekend 2,Techno
443,Freedom by Budweiser,Freedom,HI-LO,19:30 - 21:00,28 July,2023,Friday,Weekend 2,"Electro House, Electronica, Techno"
444,Freedom by Budweiser,Freedom,Joris Voorn,21:00 - 23:00,28 July,2023,Friday,Weekend 2,"Tech House, Techno"
