Artist,Year,Genre
Infected Mushroom,2009,"Psychedelic Trance, Trance"
John Dahlbäck,2009,"Electro House, Progressive House"
Moby,2009,Electronica
Paul Van Dyk,2009,Trance
Okinawa 69,2009,Unknown
Shimtshack,2009,Unknown
Senor Funk,2009,Unknown
Morse Inspectors,2009,Unknown
DJ Stephanie,2009,Unknown
Fred Nova,2009,Unknown
Mister JB,2009,Unknown
Roma,2009,"Electronic, Dance"
N8N,2009,Unknown
Nicolas Clays,2009,Unknown
Neon,2009,Electronic
Bartholomeo,2009,Unknown
Tom Leclercq & Barry Fore,2009,Unknown
E-Max,2009,Unknown
Jan Eric Kaiser,2009,Unknown
Leon Bolier & Sied Van Riel,2009,Unknown
Jan Van Biesen,2009,Unknown
Elektrokid,2009,Electro House
diMaro,2009,House
Mark with a K,2009,Hard Dance
Ruthless,2009,Hardcore Techno
Armand Van Helden,2009,Traditional House
Guy J,2009,"Tech House, Techno"
Smos & Baby Bee,2009,Unknown
DJ Fra,2009,"Deep House, Tech House"
Filo & Peri,2009,Unknown
Alpha²,2009,Unknown
Manu Kenton,2009,Unknown
Dave Lambert,2009,Traditional House
Mystique,2009,Hardstyle
Raoul,2009,Unknown
DJ Sake,2009,Hip-Hop
Sir-G,2009,Unknown
Maxime Dangles,2009,Techno
Hardstyle Masterz,2009,Unknown
Q-IC,2009,Unknown
Jon O'Bir,2009,Trance
Iris,2009,Indie
16 bit lolitas,2009,Progressive House
Silicone Soul,2009,"Traditional House, Techno"
Wally Lopez,2009,Traditional House
TLP vs Davidov,2009,Unknown
Jennifer Cardini,2009,Commercial Dance
Armani & Ghost,2009,Unknown
Noisecontrollers,2009,Hardcore Techno
Ed & Kim,2009,Unknown
Seppe,2009,Traditional House
Thrillseekers,2009,Trance
Max Walder,2009,Unknown
Dirty South,2009,"Electro House, Progressive House"
Nabil,2009,Unknown
The Beholder vs The Prophet,2009,Unknown
Hernan Cattaneo,2009,"Progressive House, Tech House"
Timo Maas,2009,"Tech House, Techno"
Nicolaz,2009,Unknown
DJ Koze,2009,"Techno, Deep House"
Giuseppe Ottaviani,2009,Trance
Dana,2009,Tech House
DJ Ghost,2009,"Hard Trance, Techno"
T99 aka Olivier Abbeloos,2009,Unknown
2 Dirty,2009,Unknown
Mark Knight,2009,Tech House
Coone,2009,Hard Dance
Above & Beyond,2009,Trance
Discobar Galaxie,2009,Unknown
Tom de Neef,2009,Traditional House
James Zabiela,2009,"Tech House, Techno"
DJ Rush,2009,Unknown
Josh Wink,2009,"Tech House, Techno"
Tomaz,2009,Unknown
David Guetta,2009,Electro House
Housetrap,2009,Unknown
Burger/Voigt,2009,Unknown
Joeri,2009,Commercial Dance
Dave Kane,2009,Unknown
Michael Mayer,2009,Techno
Marco Remus,2009,Commercial Dance
Sasha & John Digweed,2009,Unknown
D-Block & S-te-Fan,2009,"Hard Dance, Hardcore Techno"
Sound of Stereo,2009,Unknown
Donkey Rollers,2009,Hardcore Techno
Neophyte,2009,Unknown
