Artist,Year,Genre
Dejan Milicevic,2012,Traditional House
NU (live),2012,Unknown
Radio Ultra Modern on Friday!,2012,Unknown
Mr. Grammy,2012,Unknown
Joachim Garraud presents Hillside West Invasion,2012,Unknown
San Soda (live),2012,Unknown
Mat Zo,2012,"Progressive House, Trance"
Sedat The Turkish Avenger,2012,Unknown
John 00 Fleming,2012,Trance
Dave Lambert,2012,Traditional House
The M Machine,2012,"Electro House, Progressive House, Indie Dance, Synthpop"
Jackmaster,2012,Commercial Dance
Steve Aoki,2012,"Electro House, Indie / Underground"
Deetron,2012,Techno
Rod Azlan,2012,Commercial Dance
Philip,2012,"Techno, Tech House, Deep House"
DJ Rush (Techno Set),2012,Unknown
Norin & rad,2012,Trance
Kastor & Dice ft MC Swift,2012,Unknown
pH20 vs Ben Bastion,2012,Unknown
Yahel,2012,Trance
Jake the Rapper,2012,Commercial Dance
Joeri,2012,Commercial Dance
Tom Trago,2012,Commercial Dance
Polina,2012,Commercial Dance
Angger Dimas,2012,Electro House
2Dirty,2012,Unknown
Goldorak & Solpher ft. Mc D.O.C.,2012,Unknown
Subscape,2012,Unknown
Super8 & Tab,2012,Trance
Talamasca,2012,"Psychedelic Trance, Trance"
Sem Thomasson,2012,Progressive House
TAI,2012,Progressive House
Moonlight Matters,2012,Unknown
Danny Faber vs Sese,2012,Unknown
Sound of Stereo,2012,Unknown
The Others,2012,Commercial Dance
Huma Noyd (live),2012,Unknown
StereoClash,2012,Unknown
Jaytech,2012,Progressive House
Âme (live),2012,Unknown
Firaga,2012,Psytrance
Mustard Pimp,2012,"Electro House, Indie / Underground"
Trolley Snatcha,2012,Unknown
Duke Dumont,2012,Electronica
DBN,2012,Traditional House
Marco Remus,2012,Commercial Dance
Phill da Cunha,2012,Unknown
Autoerotique,2012,Electro House
Solomun,2012,Tech House
Above & Beyond,2012,Trance
Caspa ft. MC Rod Azlan,2012,Unknown
Tama Sumo,2012,"Deep House, Techno"
Electric Universe,2012,Unknown
Roma,2012,"Electronic, Dance"
Ed & Kim,2012,Unknown
Felix Cartal,2012,"Electro House, Indie / Underground"
Hijak,2012,Commercial Dance
Fatima Hajji,2012,Techno
Martyn,2012,Commercial Dance
Dirty Doering,2012,Commercial Dance
Zedd,2012,Electro House
Gabriel & Dresden,2012,"Progressive House, Trance"
Skazi,2012,Trance
Disco Dasco,2012,"Electronic, House"
Joachim vs BP,2012,Unknown
Smos,2012,Band
Daniel Stefanik & Sascha Dive,2012,Unknown
Seth Troxler,2012,"Tech House, Techno"
André Galluzzi,2012,"Tech House, Techno"
Extrawelt,2012,Techno
Sven Väth,2012,Techno
Orla Feeney,2012,Trance
Kyau & Albert,2012,Trance
Ferry Corsten,2012,Trance
Porter Robinson,2012,Electro House
Marco V,2012,"Progressive House, Trance"
Piloka Krach (live),2012,Unknown
Aly & Fila,2012,Trance
Wolfpack,2012,"Commercial Dance, Electro House, Progressive House"
EC Twins,2012,"Big Room House, Progressive House"
NERVO,2012,"Electro House, Progressive House"
Hardwell,2012,"Electro House, Progressive House"
Chuckie,2012,Electro House
Martin Solveig,2012,Electro House
Dimitri Vegas & Like Mike,2012,Electro House
Skrillex,2012,Dubstep
Swedish House Mafia,2012,Progressive House
Korsakoff,2012,"Hardcore Techno, Psychedelic Trance"
Lee Mac,2012,Unknown
ACTI,2012,Rap
Code Black,2012,"Electronica, Hard Dance"
T'N'T aka Technoboy & Tuneboy,2012,Unknown
Noisecontrollers,2012,Hardcore Techno
Headhunterz,2012,Hard Dance
Zatox,2012,Hard Dance
Wildstylez,2012,Hard Dance
Ran-D,2012,Hardcore Techno
Woody Weekend,2012,Unknown
The Advent (live),2012,Unknown
The Oddword,2012,Unknown
La Fuente,2012,Commercial Dance
Paul Van Dyk,2012,Trance
Bonzai All Stars,2012,"Techno, Trance"
Luck-E,2012,Unknown
Cedex & Higher Underground,2012,Unknown
Le Cousin,2012,Unknown
Fred Nova,2012,Unknown
Oliver Twizt,2012,Electro House
Don Cabron,2012,Unknown
DJ Ward,2012,Unknown
Radio Ultra Modern on Saturday,2012,Unknown
Romeo Blanco,2012,Commercial Dance
Nicolaz,2012,Unknown
Speedwagon & Stykz,2012,Unknown
Title,2012,Unknown
Maestro Pablo,2012,Unknown
Spacid,2012,Unknown
Moonflower & Guy'Do,2012,Unknown
Mikael Weermets,2012,Progressive House
Hauk n Baum,2012,Unknown
Zedd,2012,Electro House
Athys & Duster,2012,Unknown
Mophito & Alectric,2012,Unknown
David August,2012,Tech House
Neon,2012,Electronic
Adrian Lux,2012,"Techno, House"
Friction ft. MC Linguistics,2012,Unknown
Wontime b2B D Convict,2012,Unknown
Swanky Tunes,2012,"Electro House, Progressive House"
Takt Tick,2012,Unknown
diMaro,2012,House
Cari Lekebusch,2012,Techno
Michael Calfan,2012,Traditional House
Up High,2012,Unknown
Caspar,2012,Unknown
Mister VI,2012,Unknown
Kraantje Pappie,2012,Commercial Dance
Etnik & Fuzz,2012,Unknown
Mark Ursa,2012,Unknown
The Flexican ft. Mc Sef,2012,Unknown
Jacob Van Hage,2012,"Traditional House, Trance"
Congorock,2012,Electro House
Boss Axis,2012,Commercial Dance
Terence Fixmer (live),2012,Unknown
Foxy Lady & MC Elvee,2012,Unknown
M.I.K.E.,2012,Trance
Syndaesia,2012,Unknown
Quintino,2012,Electro House
Felguk,2012,Electro House
don Santos,2012,Unknown
YAMO,2012,"Electronic, Experimental"
Niels Feijen,2012,Unknown
One87 & Hookerz ft. MC Mush,2012,Unknown
Laidback Luke,2012,Electro House
Ben Klock,2012,Techno
Sidney Samson,2012,Traditional House
YVES V,2012,Progressive House
Niels Van Gogh,2012,"Electro House, Progressive House"
Oliver Schories,2012,"Techno, Techno"
Inspector Dubplate,2012,Unknown
Alix Perez b2b Spectrasoul,2012,Unknown
DJ T,2012,House
Dave Lambert & Elektrokid,2012,Unknown
Makasi,2012,House
Bassjackers,2012,Electro House
Sunnery James & Ryan Marciano,2012,Electro House
Luke Slater presents Planetary Assault Systems (live),2012,Unknown
Blue Flame Partysquad,2012,Unknown
The Prototypes,2012,"Drum & Bass, Jungle"
Rodriguez Jr.,2012,"Tech House, Techno"
Yves De Ruyter,2012,Unknown
Dubba Jonny,2012,Unknown
TLP,2012,Unknown
Bingo Players,2012,Progressive House
Jeff Mills,2012,"Traditional House, Techno"
Icicle b2b Rockwell,2012,Unknown
Polina,2012,Commercial Dance
"Superman, Spiderman & Batman",2012,Unknown
Delafino,2012,House
Mystique,2012,Hardstyle
Dave Seaman,2012,"Progressive House, Trance"
Johan Gielen & Jan Vervloet,2012,Unknown
Chrispy,2012,Unknown
Vato Gonzalez ft. Mc Tjen,2012,Unknown
Pendulum (DJ set) ft MC Verse,2012,Unknown
Tristan Garner,2012,Progressive House
The Jelly Bellies,2012,Unknown
Kr!z,2012,Unknown
Rebel,2012,Rock
Sandro Silva,2012,"Electro House, Progressive House"
Goldie,2012,"Drum & Bass, Commercial Dance"
DJ Ward,2012,Unknown
Roksonix ft & Mc Skydro,2012,Unknown
Solee,2012,Minimal
Basto,2012,Progressive House
Deltano,2012,Commercial Dance
Tofke vs Ugur yurt,2012,Unknown
Patrick Schmidt,2012,Unknown
Bartholomeo,2012,Unknown
"Derrick Carter, DJ Sneak, Mark Farina",2012,Unknown
Shlomi Aber,2012,"Tech House, Techno"
Gregor Tresher,2012,Techno
Josh Wink,2012,"Tech House, Techno"
Pierre,2012,Traditional House
Joseph Capriati,2012,"Traditional House, Techno"
Derrick May,2012,Techno
Miss Kittin,2012,"Tech House, Techno"
Green Velvet,2012,"Traditional House, Techno"
Chris Liebing,2012,Techno
Dave Clarke,2012,"Electro House, Techno"
R3hab,2012,"Electro House, Progressive House"
AN21,2012,Progressive House
Nicky Romero,2012,Progressive House
Yves V,2012,Progressive House
Afrojack,2012,"Electro House, Progressive House"
David Guetta,2012,Electro House
Steve Aoki,2012,"Electro House, Indie / Underground"
Dr. Rude,2012,Commercial Dance
Sound Freakerz,2012,Unknown
Isaac,2012,"Hard Dance, Hardcore Techno"
Hard Driver,2012,Hard Dance
Da Tweekaz,2012,Hardcore Techno
D-Block & S-te-Fan,2012,"Hard Dance, Hardcore Techno"
Coone,2012,Hard Dance
Psyko Punkz,2012,Hardcore Techno
B-Front,2012,Hardcore Techno
Steve Bug,2012,"Tech House, Techno"
Niobeat,2012,Unknown
Deejames,2012,Unknown
Anoesjka,2012,Unknown
PsyTox & Kenny Raw,2012,Unknown
Cesare vs Disorder,2012,Commercial Dance
Jeroen Search,2012,Unknown
Rebekah,2012,Techno
Tom Dazing,2012,Commercial Dance
Mr Critical,2012,Unknown
E-Vi,2012,Unknown
Ego Troopers,2012,Unknown
Hector,2012,"Tech House, Techno"
X-ian,2012,Unknown
Curtis Zeki,2012,Unknown
Dave Lambert,2012,Traditional House
Radio Ultra Modern on Sunday,2012,Unknown
Gentil & Nathan Fix,2012,Unknown
Mitchell Niemeyer,2012,Unknown
Primate,2012,Drum & Bass
Dux & Mr. Dum,2012,Unknown
Kill Frenzy,2012,Tech House
Ben Nicky,2012,"Progressive House, Trance"
Hindu Radio DJ's,2012,Unknown
Mastiksoul,2012,Traditional House
Angerfist,2012,"Hardcore Techno, Psychedelic Trance"
tINI,2012,Tech House
Daniel Haaksman,2012,Commercial Dance
Matthias Meyer,2012,Minimal
Leon Bolier,2012,Trance
Nene Dasile,2012,Unknown
Surkin,2012,Traditional House
Barry Fore,2012,Commercial Dance
After 12 crew,2012,Unknown
Davidov,2012,Unknown
Gregori Klosman,2012,Unknown
Myon & Shane 54,2012,Trance
Artroniks,2012,Unknown
Les Mecs,2012,Unknown
Special Guest Star,2012,Unknown
Lexis & Christian,2012,Unknown
Cassius,2012,Indie / Underground
Pete Tong,2012,Traditional House
Riva Starr,2012,Tech House
Paco Osuna,2012,"Tech House, Techno"
Cue V vs Laurenzinho,2012,Unknown
Brownz b2b Requake ft. Mc Justizz,2012,Unknown
Gareth Emery,2012,Trance
The Mixfitz,2012,Unknown
GLOWINTHEDARK,2012,Unknown
The Offenders,2012,Unknown
Tritonal,2012,"Progressive House, Trance"
Merdan Taplak,2012,Unknown
Junior Grassi,2012,Unknown
Fake Blood,2012,"Electro House, Indie / Underground"
Tommy Trash,2012,"Electro House, Progressive House"
Laston & Geo,2012,Unknown
Apl.de.Ap DJ set (Black Eyed Peas),2012,Unknown
N-Type b2b Walsh,2012,Unknown
Kollektiv Turmstrasse,2012,Tech House
Dubfire,2012,Techno
SP:MC,2012,Commercial Dance
Sean Tyas,2012,Trance
Jesse Rose,2012,Electronica
DJ 4T4,2012,Unknown
Regi,2012,"Trance, Big Room House"
Plastician,2012,Dubstep
Surfing Leons ft. Miss Eaves,2012,Unknown
Sander Van Doorn,2012,Trance
Steve Montoya,2012,Unknown
W&W;,2012,Unknown
Cue V vs Laurenzinho,2012,Unknown
The Whatevers,2012,Unknown
Joachim Garraud ft. Chris Willis,2012,Unknown
MistaJam,2012,Unknown
NGA Sound,2012,Unknown
MC Crazy D,2012,Unknown
Andy Moor,2012,Trance
Eats Everything,2012,Traditional House
Riva Starr Bateria Fantastica ft Giom,2012,Unknown
Roger Sanchez,2012,Traditional House
Troubleman,2012,Unknown
Dismantle,2012,Unknown
Chuckie,2012,Electro House
Dominico vs. Ralpheus,2012,Unknown
Marcus Meinhardt,2012,Commercial Dance
John O'Callaghan vs Orjan Nilsen,2012,Unknown
Bad Dancer,2012,Unknown
Discobar Galaxie,2012,Unknown
Richie Hawtin,2012,"Tech House, Techno"
Mc Sgt Pokes,2012,Unknown
2000 and One b2b Madskillz,2012,Unknown
Hatcha,2012,Commercial Dance
Dirty South,2012,"Electro House, Progressive House"
Dimitri Vegas & Like Mike,2012,Electro House
AKS (Addicted Kru Sound),2012,Unknown
Tenishia,2012,"Progressive House, Trance"
Emalkay,2012,Dubstep
Loco Dice,2012,"Tech House, Techno"
